Required	[{:family=>"Jayne", :given=>"T.S."}, {:family=>"Mather", :given=>"D."}, {:family=>"Mghenyi", :given=>"E."}]	["Principal Challenges Confronting Smallholder Agriculture in Sub-Saharan Africa"]	article-journal	["World Development"]	["2010"]
Required	[{:family=>"Carr", :given=>"S.J."}]	["Changes in African Smallholder Agriculture in the Twentieth Century and the Challenges of the Twenty-First"]	article-journal	["African Crop Science Journal"]	["2001"]
Required	[{:family=>"Larson", :given=>"D.F."}, {:family=>"Muraoka", :given=>"R."}, {:family=>"Otsuka", :given=>"K."}]	["Why African Rural Development Strategies Must Depend on Small Farms"]	article-journal	["Global Food Security"]	["2016"]
Required	[{:family=>"Collier", :given=>"P."}, {:family=>"Dercon", :given=>"S."}]	["African Agriculture in 50 Years: Smallholders in a Rapidly Changing World?"]	article-journal	["World Development"]	["2014"]
Required	[{:family=>"Ittersum", :given=>"M.K.", :particle=>"Van"}, {:family=>"Bussel", :given=>"L.G.", :particle=>"Van"}, {:others=>true}]	["Can Sub-Saharan Africa Feed Itself?"]	article-journal	["Proceedings of the National Academy of Sciences"]	["2016"]
Optional	[{:family=>"Rapsomanikis", :given=>"G."}]	["The Economic Lives of Smallholder Farmers: An Analysis Based on Household Data from Nine Countries"]	chapter	["Food and Agriculture Organization of the United Nations"]	["2015"]
Optional	[{:family=>"Lowder", :given=>"S.K."}, {:family=>"Skoet", :given=>"J."}, {:family=>"Raney", :given=>"T."}]	["The Number, Size, and Distribution of Farms, Smallholder Farms, and Family Farms Worldwide"]	article-journal	["World Development"]	["2016"]
Optional	[{:family=>"Fritz", :given=>"Steffen"}, {:family=>"See", :given=>"Linda"}, {:others=>true}]	["Mapping Global Cropland and Field Size"]	article-journal	["Global Change Biology"]	["2015"]
Optional		["IFAD International Fund for Agricultural Development", "Rural Poverty Report 2011 - New Realities, New Challenges: New Opportunities for Tomorrow’s Generation"]	article-journal	["Annexes"]	["2010"]
Optional	[{:family=>"Lowder", :given=>"Sarah K."}, {:family=>"Skoet", :given=>"Jakob"}, {:family=>"Raney", :given=>"Terri"}]	["The Number, Size, and Distribution of Farms, Smallholder Farms, and Family Farms Worldwide"]	article-journal	["World Development"]	["2016"]
