Required	David Romer, Advanced Macroeconomics, Second Edition (New York: McGraw Hill, 2001)
Required	Solow, Robert M. “Technical Change and the Aggregated Production Function.” Review of Economics and Statistics 39 (1957): 312-320.
Required	Mankiw, N. Gregory, David Romer, and David N. Weil. “A Contribution to the Empirics of Economic Growth.” Quarterly Journal of Economics 107 (May 1992): 407-437.
Required	Romer, Paul M. 1990. “Endogenous Technological Change.” Journal of Political Economy 98 (October, Part 2): S71-S102.
Required	Dixit, Avinish. Optimization in Economic Theory. Oxford: University Press, 1990. (Chapter on dynamic optimization and the maximum principle).
Required	Dorfman, Robert. “An Economic Interpretation of Optimal Control Theory.” American Economic Review (December 1969): 817-31.
Required	Blanchard, Olivier J., and Stanley Fischer. Lectures on Macroeconomics. MIT Press, 1989, Chapter 2.1-2.2.
Required	Ramsey, F. P. “A Mathematical Theory of Saving.” Economic Journal 38 (December 1928): 543-559.
Required	Barro, Robert J. “Are Government Bonds Net Wealth?” Journal of Political Economy 82 (November/December 1974): 1095-1117.
Required	Blanchard, Olivier J., and Stanley Fischer. Lectures on Macroeconomics. MIT Press, 1989, Chapter 2.3.
Required	Chirinko, Robert S., and Huntley Schaller. “Business Fixed Investment and ‘Bubbles’: The Japanese Case.” The American Economic Review 91, 3 (2001): 663-680.
Required	Jorgenson, Dale, and Robert Hall. “Tax Policy and Investment Behavior.” American Economic Review (June 1967).
Required	Summers, Lawrence. “Taxation and Corporate Investment: A q-Theory Approach.” Brookings Papers on Economic Activity (1981).
Required	Blinder, Alan, and Louis J. Maccini. “Taking Stock: A Critical Assessment of Recent Research on Inventories.” A Journal of Economic Perspectives, 5 (1991): 73-96.
Required	Maccini, Louis J., Bartholomew Moore, and Huntley Schaller. “The Interest Rate, Learning, and Inventory Investment.” MIT Working Paper (2003): 03-04.
Required	Ramey, Valerie A., and Kenneth D. West. “Inventories.” Chap. 13 in Handbook of Macroeconomics. Vol. 1B. Edited by John B. Taylor, Micheal Woodford, and Elsevier. 1999.
Required	Blanchard, Olivier. “Debt and the Current Account Deficit in Brazil.” In Financial Policies and the World Capital Market: The Problem of Latin American Countries. Edited by Pedro Aspe Armella et al. University of Chicago Press, 1983.
Required	Fischer, Stanley, and Jacob Frankel. “Investment, the Two-Sector Model, and Trade In Debt and Capital Goods.” Journal of International Economics 2 (August 1972): 211-233.
Required	Svensson, Lars E.O. “Oil Prices, Welfare, and the Trade Balance.” Quarterly Journal of Economics 99, 4 (November 1984): 649-672.
Required	Chang, Yongsung, Joao Gomes, and Frank Schorfheide. “Learning by Doing as a Propagation Mechanism.” American Economic Review 92, 5 (2002): 1498-1521.
Optional	Chang, Ha-Joon. Kicking Away the Ladder-Development Strategy in Historical Perspective. London: Anthem Press, 2002.
Optional	Easterly, William. The Elusive Quest for Growth: Economists’ Adventures and Misadventures in the Tropics. Cambridge, MA: MIT Press, 2001.
Required	Romer, Paul M. 1990. “Endogenous Technological Change.” Journal of Political Economy 98 (October, Part 2): S71-S102.
