Required	Angrist, J. D., and J. S. Pischke. Mostly Harmless Econometrics: An Empiricist’s Companion. Princeton University Press, 2009. ISBN: 9780691120355.
Required	Dale, S., and A. Krueger. “Estimating the Payoff to Attending a More Selective College: An Application of Selection on Observables and Unobservables.” The Quaterly Journal of Economics 117, no. 4 (2002): 1491–527.
Required	 “Estimating the Return to College Selectivity Over the Career using Administrative Earnings Data.” (PDF) The Journal of Human Resources, 2014. (NBER Working Paper no. 17159)
Required	Angrist, J. “Estimating the Labor Market Impact of Voluntary Military Service Using Social Security Data on Military Applicants.” Econometrica 66, no. 2 (1998): 249–88.
Required	Abadie, A., and G. Imbens. “Large Sample Properties of Matching Estimators for Average Treatment Effects.” Econometrica 74, no. 1 (2006): 235–67.
Required	Imbens, G. “Nonparametric Estimation of Average Treatment Effects under Exogeneity: A Review.” The Review of Economics and Statistics 86, no. 1 (2004): 4–29.
Required	Ashenfelter, O. “Estimating the Effect of Training Programs on Earnings.” The Review of Economics and Statistics 60, no. 1 (1978): 47–57.
Required	Ashenfelter, O., and D. Card. “Using the Longitudinal Structure of Earnings to Estimate the Effect of Training Programs.” The Review of Economics and Statistics 67, no. 4 (1985): 648–60.
Required	LaLonde, R. “Evaluating the Econometric Evaluations of Training Programs with Experimental Data.” The American Economic Review 76, no. 4 (1986): 604–20.
Required	Heckman, J., and J. Hotz. “Choosing Among Alternative Nonexperimental Methods for Estimating the Impact of Social Programs: The Case of Manpower Training.” Journal of the American Statistical Association 84, no. 408 (1989): 862–74.
Required	Rosenbaum, P. R., and B. Rubin. “Reducing Bias in Observational Studies Using Subclassification on the Propensity Score.” Journal of the American Statistical Association 79, no. 387 (1984): 516–24.
Required	Dehejia, R., and S. Wahba. “Causal Effects in Nonexperimental Studies: Re-evaluating the Evaluation of Training Programs.” Journal of the American Statistical Association 94, no. 448 (1999): 1053–62.
Required	Smith, J., and P. Todd. “Does Matching Overcome LaLonde’s Critique of Nonexperimental Estimators?” Journal of Econometrics 125, no. 1–2 (2005): 305–53.
Required	Kline, P. “Oaxaca-blinder as a Reweighting Estimator.” The American Economic Review 101, no. 3 (2011): 532–37.
Required	Hahn, J. “On the Role of the Propensity Score in Efficient Estimation of Average Treatment Effects.” Econometrica 66, no. 2 (1998): 315–31.
Required	Angrist, J., and J. Hahn. “When to Control for Covariates? Panel Asymptotics for Estimates of Treatment Effects.” The Review of Economics and Statistics 86, no. 1 (2004): 58–72.
Required	Hirano, K., G. Imbens, et al. “Efficient Estimation of Average Treatment Effects Using the Estimated Propensity Score.” Econometrica 71, no. 4 (2003): 1161–89.
Required	Abadie, A., and G. Imbens. “Matching on the Estimated Propensity Score.” (PDF) Mimeo, NBER Working Paper no. 15301, 2012.
Required	Angrist, J., and A. Krueger. “Instrumental Variables and the Search for Identification: From Supply and Demand to Natural Experiments.” Journal of Economic Perspectives 15, no. 4 (2001): 69–85.
Required	Angrist., J. “Grouped Data Estimation and Testing in Simple Labor Supply Models.” Journal of Econometrics 47, no. 2–3 (1991): 243–66.
Required	“Lifetime Earnings and the Vietnam Era Draft Lottery: Evidence from Social Security Administrative Records.” The American Economic Review 80, no. 3 (1990): 313–36.
Required	Angrist, J., and A. Krueger. “The Effect of Age at School Entry on Educational Attainment: An Application of Instrumental Variables with Moments from Two Samples.” (PDF) Journal of the American Statistical Association 57, no. 412 (1992): 11.
Required	“Split-sample Instrumental Variables Estimates of the Returns to Schooling.” Journal of Business and Economic Statistics 13, no. 2 (1995): 225–35.
Required	Inoue, Atsushi, and G. Solon. “Two-sample Instrumental Variables Estimators.” The Review of Economics and Statistics 92, no. 3 (2010): 557–61.
Required	Angrist, J., G. Imbens, et al. “Jackknife Instrumental Variables Estimation.” Journal of Applied Econometrics 14, no. 1 (1999): 57–67.
Required	Flores-lagunes, Alfonso. “Finite-sample Evidence of IV Estimators under Weak Instruments.” Journal of Applied Econometrics 22, no. 3 (2007): 677–94.
Required	Kolesar, M. “Estimation in an Instrumental Variables Model with Treatment Effect Heterogeneity.” (PDF) Princeton Department of Economics, Mimeo, 2013.
Required	Imbens, G., and J. Angrist. “Identification and Estimation of Local Average Treatment Effects.” Econometrica 62, no. 2 (1994): 467–75.
Required	Angrist, J., G. Imbens, et al. “Identification of Causal Effects Using Instrumental Variables.” Journal of the American Statistical Association 91, no. 434 _(_1996): 444–55.
Required	Abadie, A. “Bootstrap Tests for Distributional Treatment Effects in Instrumental Variables Models.” (PDF) Journal of the American Statistical Association 97, no. 457 (2002): 284–92.
Required	“Semiparametric Instrumental Variable Estimation of Treatment Response Models.” Journal of Econometrics 113, no. 2 (2003): 231–63.
Required	Abadie, A., J. Angrist, et al. “Instrumental Variables Estimates of the Effect of Subsidized Training on the Quantiles of Trainee Earnings.” Econometrica 70, no. 1 (2002): 91–117.
Required	Abadie, A., J. Angrist, et al. “Instrumental Variables Estimates of the Effect of Subsidized Training on the Quantiles of Trainee Earnings.” Econometrica 70, no. 1 (2002): 91–117.
