Required	[MIM] = Rigobon, Roberto. Managerial International Macroeconomics (PDF - 4.1MB). (Preliminary and incomplete, March, 2016).
Required	[FT] = Feenstra, and Taylor. International Economics. Worth Publishers, 2014. ISBN: 9781429278423.
Required	[JG] = Gruber, Jonathan. Public Finance and Public Policy. Worth Publishers, 2015. ISBN: 9781464143335.
Required	Rotemberg, Julio J. “Japan: Betting on Inflation?” Harvard Business School Case. Harvard Business School Publishing. Case: 9–714–040, January, 2014.
Required	Alfaro, Laura, Rafael Di Tella, et al. “The U.S. Current Account Deficit.” Harvard Business School Case. Harvard Business School Publishing. Case: 9–706–002, July, 2005.
Required	Yoffie, David B., and Heather A. Hazard. “New Theories of International Trade.” Harvard Business School Case. Harvard Business School Publishing. Case: 9–390–001, July, 1989.
Required	Donald N. Stengel “Managerial Economics- Concepts and Principles 8-Market Regulation.”  Harvard Business Review. Harvard Business School Publishing. Case: BEP076, June 15, 2011.
Required	Besanko, David, and Saahil Malik. “Reforming Social Security Around the World.” Harvard Business Review. Harvard Business School Publishing. Case: KEL493, March 25, 2010.
Required	Debaere, Peter. “A Framework to Think About Pollution: Externalities, Pollution Taxes, and Cap and Trade.” Harvard Business Review. Harvard Business School Publishing. Case: UV5687. April 26, 2011.
Required	Krugman, Paul. “The Piketty Panic,” The New York Times, April 24, 2014.
Required	Solow, Robert M. “[Thomas Piketty Is Right](http://www.newrepublic.com/article/117429/capital-twenty- first-century-thomas-piketty-reviewed).” New Republic, April 2014.
Required	Summers, Lawrence H. “The Inequality Puzzle.” Democracy, no. 33 (2014): 696.
Optional	Di Tella, Rafael M., and Eliseo Neuman. “Menem and the Populist Tradition in Argentina.” Harvard Business School Case. Harvard Business School Publishing. Case: 9–700–061, March, 2000.
