Required	Lippman, S. and J. Lajoie. C++ Primer. 3rd ed. Reading, MA: Addison Wesley Professional. April 1998. ISBN: 9780201824704
Required	Sedgewick, R. Algorithms in C++. Reading, MA: Addison-Wesley Longman, Incorporated. June 2001. ISBN: 0201849380
Required	Campione, M., K. Walrath, and A. Huml. The Java® Tutorial. 2nd ed. Upper Saddle River, NJ: Prentice Hall PTR, December 1999. ISBN: 9780201485585
Optional	Deitel, H. and P. Deitel. C++ How to Program. 4th ed. Upper Saddle River, NJ: Prentice Hall PTR. August 2002. ISBN: 9780130384744
Optional	Stroustrup, B. The C++ Programming Language. 3rd ed
Optional	Johnsonbaugh & Kalin. Object Oriented Programming in C++. 2nd ed. Upper Saddle River, NJ: Prentice Hall, August 1999. ISBN: 9780130158857
Optional	Cline, M., M. Girou, and G. Lomow. C++ FAQs. Reading, MA: Addison Wesley Professional, December 1998. ISBN: 9780201309836
Optional	Weiss, M. Algorithms, Data Structures and Problem Solving with C++. Reading, MA: Addison Wesley, November 1999. ISBN: 9780201612509
Optional	Cormen, T., C. Leiserson, and R. Rivest. Introduction to Algorithms. Cambridge, MA: MIT Press. September 2001. ISBN: 9780262032933
Optional	Horstmann, C. and G. Cornell. Core Java® 2: Fundamentals. Upper Saddle River, NJ: Prentice Hall PTR, August 2002. ISBN: 9780130471772
Optional	Arnold, K., J. Gosling, and D. Holmes. The Java® Programming Language. 3rd ed. Upper Saddle River, NJ: Prentice Hall PTR, June 2000. ISBN: 9780201704334
Optional	Deitel, H. and P. Deitel. Java® How to Program. 4th ed. Upper Saddle River, NJ: Prentice Hall, August 2001. ISBN: 9780130341518
