Required	Rand, Ayn. The Fountainhead. Plume, 1994. ISBN: 9780452273337.
Required	Watson, James D. The Double Helix: A Personal Account of the Discovery of the Structure of DNA. Touchstone, 2001. ISBN: 9780743216302.
Required	Kidder, Tracy. The Soul of a New Machine. Back Bay Books, 2000. ISBN: 9780316491976.
Required	Kuhn, Thomas S. “The Route to Normal Science.” Chapter 2 in The Structure of Scientific Revolutions: 50th Anniversary Edition. University of Chicago Press, 2012. ISBN: 9780226458120.
Required	———. “The Nature of Normal Science.” Chapter 3 in The Structure of Scientific Revolutions: 50th Anniversary Edition. University of Chicago Press, 2012. ISBN: 9780226458120.
Required	———. “The Nature and Necessity of Scientific Revolutions.” Chapter 9 in The Structure of Scientific Revolutions: 50th Anniversary Edition. University of Chicago Press, 2012. ISBN: 9780226458120.
Required	———. “Revolutions as Changes of World View.” Chapter 10 in The Structure of Scientific Revolutions: 50th Anniversary Edition. University of Chicago Press, 2012. ISBN: 9780226458120.
Required	Friedman, Milton. “Methodology of Positive Economics.” In Essays in Positive Economics. University of Chicago Press, 1966. ISBN: 9780226264035.
Required	Friedman, Milton. Chapters 1–3, 6, 10, and 12–13 in Capitalism and Freedom: 40th Anniversary Edition. University of Chicago Press, 2002. ISBN: 9780226264219.
Required	Becker, Gary S. “The Economic Approach to Human Behavior.” Chapter 1 in The Economic Approach to Human Behavior. University of Chicago Press, 1978. ISBN: 9780226041124.
Required	———. “Altruism, Egoism, and Genetic Fitness: Economics and Sociobiology.” Chapter 13 in The Economic Approach to Human Behavior. University of Chicago Press, 1978. ISBN: 9780226041124.
Required	Gilder, George. “The Mandate for Capitalism.” Part One in Wealth and Poverty: A New Edition for the Twenty-First Century. Regnery Publishing, 2012. ISBN: 9781596988095.
Required	Marx, Karl, and Frederick Engels. “Manifesto of the Communist Party.” 1848. anu.edu.au.
Required	Marx, Karl. Capital: A Critique of Political Economy. Chapters XIV, and XV, Sections 1, and 2. marxists.org.
Required	Elster, Jon. “Marxist Methodology.” Chapter 2 in An Introduction to Karl Marx. Cambridge University Press, 1986. ISBN: 9780521338318.
Required	———. “Marxian Economics.” Chapter 4 in An Introduction to Karl Marx. Cambridge University Press, 1986. ISBN: 9780521338318
Required	———. “Historical Materialism.” Chapter 6 in An Introduction to Karl Marx. Cambridge University Press, 1986. ISBN: 9780521338318
Required	———. “Class Consciousness and Class Struggle.” Chapter 7 in An Introduction to Karl Marx. Cambridge University Press, 1986. ISBN: 9780521338318.
Required	———. “Marx’s Theory of Politics.” Chapter 8 in An Introduction to Karl Marx. Cambridge University Press, 1986. ISBN: 9780521338318.
Required	Bowles, Samuel, and Herbert Gintis. “The Crisis of Liberal Democratic Capitalism: The Case of the United States.” Politics & Society 11, no. 1 (1982): 51–93.
Required	Foley, Duncan K. “The Severest Critic.” Chapter 3 in Adam’s Fallacy: A Guide to Economic Theology. Belknap Press, 2008. ISBN: 9780674027299.
Required	Weber, Max. “The Spirit of Capitalism.” Chapter 2 in The Protestant Ethic and the Spirit of Capitalism. marxists.org.
Required	———. “Asceticism and the Spirit of Capitalism.” Chapter 5 in The Protestant Ethic and the Spirit of Capitalism. marxists.org.
Required	Polanyi, Karl. The Great Transformation: The Political and Economic Origins of Our Time. 2nd ed. Beacon Press, 2001, pp. 43–52, 68–76, 130–50, 192–200, 200–19, and 249–58. ISBN: 9780807056431.
Required	Schumpeter, Joseph A. “Can Capitalism Survive?” Part II (especially pages 121–63) in Capitalism, Socialism and Democracy. 3rd ed. Harper Perennial Modern Classics, 2008. ISBN: 9780061561610.
Required	Keynes	Keynes, John Maynard. The General Theory of Employment, Interest, and Money. Harcourt, Brace & World, 1965, pp. 3–34, and 245–79. ISBN: 9780156347112.
Required	Galbraith, John Kenneth. “The Corporation.” Chapter 7 in The New Industrial State. Princeton University Press, 2007. ISBN: 9780691131412.
Required	Solow, Robert M. “The New Industrial State or Son of Affluence.” The Public Interest, no. 9 (1967): 100–19.
Required	Piore, Michael J., and Charles F. Sabel. “Mass Production as Destiny and Blind Decision.” Chapter 2 in The Second Industrial Divide: Possibilities for Prosperity. Basic Books, 1986. ISBN: 9780465075614.
Required	———. “The Corporation.” Chapter 3 in The Second Industrial Divide: Possibilities for Prosperity. Basic Books, 1986. ISBN: 9780465075614.
Required	———. “Possibilities for Prosperity: International Keynesianism and Flexible Specialization.” Chapter 10 in The Second Industrial Divide: Possibilities for Prosperity. Basic Books, 1986. ISBN: 9780465075614.
Required	Davis, Gerald F. Managed by the Markets: How Finance Re-Shaped America. Oxford University Press, 2009, pp. 1–14, and 235–55. ISBN: 9780199216611.
Required	Dubner, Stephen J. “This is Your Brain on Prosperity: Andrew Lo on Fear, Greed, and Crisis Management.” January 9, 2009. freakonomics.com.
Required	Thaler, Richard H., and Cass R. Sunstein. “Introduction.” In Nudge: Improving Decisions About Health, Wealth, and Happiness. Revised and expanded edition. Penguin Books, 2009. ISBN: 9780143115267.
Required	———. “Biases and Blunders.” Chapter 1 in Nudge: Improving Decisions About Health, Wealth, and Happiness. Revised and expanded edition. Penguin Books, 2009. ISBN: 9780143115267.
Required	DellaVigna, Stefano. “Psychology and Economics: Evidence from the Field.” Journal of Economic Literature 47, no. 2 (2009): 315–72.
Required	Arendt, Hannah. “Vita Activa and the Human Condition.” Chapter 1 in The Human Condition. 2nd ed. University of Chicago Press, 1998. ISBN: 9780226025988.
Required	———. “The Term Vita Activa.” Chapter 2 in The Human Condition. 2nd ed. University of Chicago Press, 1998. ISBN: 9780226025988.
Required	———. “Eternity Versus Immortality.” Chapter 5 in The Human Condition. 2nd ed. University of Chicago Press, 1998. ISBN: 9780226025988.
Required	Sacks, Oliver. Seeing Voices: A Journey into the World of the Deaf. Vintage Books, 2000. ISBN: 9780375704079.
Required	Lester, Richard K., and Michael J. Piore. Innovation—The Missing Dimension. Harvard University Press, 2004. ISBN: 9780674019942.
Optional	Rawls, John. “Some Reasons for the Maximin Criterion.” American Economic Review 64, no. 2 (1974): 141–6.
Optional	Foley, Duncan K. “Adam’s Vision.” Chapter 1 in Adam’s Fallacy: A Guide to Economic Theology. Belknap Press, 2008, pp. 1–4. ISBN: 9780674027299.
Optional	———. “Grand Illusions.” Chapter 6 in Adam’s Fallacy: A Guide to Economic Theology. Belknap Press, 2008. ISBN: 9780674027299.
Optional	Althusser, Louis. For Marx (Part 1), pp. 94–101, 104–7, and 110–16. marx2mao.com.
Optional	Althusser, Louis, and Étienne Balibar. “The Errors of Classical Economics: Outline of a Concept of Historical Time.” Chapter 4 in Reading Capital (Part 2), pp. 91–101. marx2mao.com.
Optional	Krugman, Paul. “How Did Economists Get It So Wrong?” New York Times Magazine, September 2, 2009.
Optional	Solow, Robert M. “How To Understand the Disaster.” New York Review of Books, May 14, 2009.
