Required	Suh, Nam P. “Complexity Theory Based on Axiomatic Design.” Chapter 3 in Complexity: Theory and Applications. New York: Oxford University Press, 2005. ISBN: 9780195178760.
Required	Hale, Layton C. “Principles and Techniques for Desiging Precision Machines.” MIT PhD Thesis. 1999, pp. 67-82, and 174-204.
Required	Pohl, Dieter W. “Some Design Criteria in Scanning Tunneling Microscopy.” IBM Journal of Research and Development 30, no. 4 (July 1986): 417.
Required	Lewis, R. A., et al. “Student Scanning Tunneling Microscope.” Am. J. Phys. 59, no. 1 (January 1991): 38.
Required	Binning, G., et al. “Surface Studies by Scanning Tunneling Microscopy.” Physical Review Letters 49, no. 1 (5 July 1982): 57.
Required	Golovchenko, J. A. “The Tunneling Microscope: A New Look at the Atomic World.” Science (New Series) 232, no. 48-53 (4 April 1986): 4746.
Required	Prepost, R. “Scanning Tunneling Microscope.” Notes for Physics 407 Advanced Laboratory, University of Wisconsin, April 26 2000, pp. 1-14
Required	Hale, Layton C. Appendix C: Contact Mechanics, in “Principles and Techniques for Desiging Precision Machines.” MIT PhD Thesis. 1999, pp. 417-426.
Required	Slocum, A. “Kinematic Couplings for Precision Fixturing - Part 1: Formulation of Design Parameters.” Precision Engineering 10, no. 2 (April 1988): 86.
Required	Slocum, A. “Kinematic Couplings for Precision Fixturing - Part 2: Experimental Determination of Repeatability and Stiffness.” Precision Engineering 10, no. 3 (July 1988): 115.
Required	Slocum, A. “Design of Three-groove Kinematic Couplings.” Precision Engineering 14, no. 2 (April 1992): 67.
Optional	_Culpepper, M. L., et al. “Design of Integrated Eccentric Mechanisms and Exact Constraint Fixtures for Micron-level Repeatability and Accuracy.” Paper accepted for publication in Precision Engineering.
Optional	Mangudi, K., and M. L. Culpepper. “Active, Compliant Fixtures for Nanomanufacturing.” 2004 Annual Meeting of the American Society for Precision Engineering, Orlando, FL., October 2004, pp. 113 -116.
Optional	Slocum, et al. “Flexural Mount Kinematic Couplings and Method.” U. S. Patent 5, 678, 944. Granted October 21, 1997.
Optional	Culpepper, M. L., et al. “Quasi-kinematic Couplings for Low-cost Precision Alignment of High-volume Assemblies.” Transactions of the ASME 126 (May 2004): 456-463.
Optional	Culpepper, M. L. “Design of Quasi-kinematic Couplings.” Precision Engineering 28 (2004): 338–357.
Optional	Park, Sang-II, and C. F. Quate. “Tunneling Microscopy of Graphite in Air.” Applied Physics Letters 48, no. 2 (13 January 1986): 112-114.
Optional	Hamley, I. W. “Nanostructure Fabrication Using Block Copolymers.” Nanotechnology 14 (2003): R39–R54.
Optional	Bower, Chris, Wei Zhu, Sungho Jin, and Otto Zhou. “Plasma-induced Alignment of Carbon Nanotubes.” Applied Physics Letters 77, no. 6 (7 August 2000): 830-832.
Optional	Kim, S., G. Barbastathis, and H. L. Tuller. “MEMS for Optical Functionality.” Journal of Electroceramics 12 (2004): 133–144.
