Optional	[{:family=>"Ugural", :given=>"A.C."}]	["Stresses in Plates and Shells"]			["1998"]
Optional	[{:family=>"Shames", :given=>"Irving H."}, {:family=>"Dym", :given=>"Clive L."}]	["Energy and Finite Element Methods in Structural Mechanics: SI Units"]			["1996"]
Optional	[{:family=>"Timoshenko", :given=>"Stephen P."}, {:family=>"Woinowsky-Krieger", :given=>"S."}]	["Theory of Plates and Shells"]			["1959"]
Optional	[{:family=>"Hill", :given=>"R."}]	["Mathematical Theory of Plasticity"]	book		["1950"]
Optional	[{:family=>"Prager", :given=>"W."}, {:family=>"Hodge", :given=>"P.G."}]	["Theory of Perfectly Plastic Solids"]	book		["1951"]
Optional	[{:family=>"Prager", :given=>"W."}]	["Introduction to Plasticity"]	book		["1959"]
Optional	[{:family=>"Prager", :given=>"W."}]	["Introduction to Plasticity"]	book		["1967"]
Optional	[{:family=>"Calladine", :given=>"C."}]	["Engineering Plasticity"]	book		["1969"]
Optional	[{:family=>"Mroz", :given=>"Z."}]	["Mathematical Models of Inelastic Material Behavior"]	book		["1973"]
Optional	[{:family=>"Kachanov", :given=>"L."}]	["Fundamentals of the Theory of Plasticity"]	book		["1974"]
Optional	[{:family=>"Martin", :given=>"J.B."}]	["Plasticity: Fundamental and General Results"]			["1975"]
Optional	[{:family=>"Zyczkowski", :given=>"M."}]	["Combined Loadings in the Theory of Plasticity"]	book		["1981"]
Optional	[{:family=>"Calladine", :given=>"C."}]	["Plasticity for Engineers. E"]	book		["1985"]
Optional	[{:family=>"Lubliner", :given=>"J."}]	["Plasticity Theory"]	book		["1990"]
Optional			paper-conference	["Proceedings of IUTAM Symposium on Optimization in Structural Design"]	["1973", "1975"]
Optional	[{:family=>"Hodge", :given=>"P.G."}]	["Plastic Analysis of Structures"]	book		["1959"]
Optional	[{:family=>"Jaeger", :given=>"A."}, {:family=>"Sawczuck", :given=>"A."}]	["Load Carrying Capacity of Plates (in German"]	book		["1963"]
Optional	[{:family=>"Hodge", :given=>"P.G."}]	["Limit Analysis of Rotationally Symmetric Plates and Shells"]	book		["1963"]
Optional	[{:family=>"Olszak", :given=>"W."}, {:family=>"Sawczuk", :given=>"A."}]	["Inelastic Behavior of Shells"]	book		["1969"]
Optional	[{:family=>"Massonet", :given=>"C."}, {:family=>"Olszack", :given=>"W."}, {:family=>"Philips", :given=>"A."}]	["Plasticity in Structural Engineering Fundamentals and Applications"]	book		["1979"]
Optional	[{:family=>"Calladine", :given=>"C."}]	["Theory of Shell Structures"]	book		["1983"]
Optional	[{:family=>"Konig", :given=>"A."}]	["Shakedown of Elastic-Plastic Structures"]	book		["1987"]
Optional	[{:family=>"Kudo", :given=>"H."}]	["Study of Forging and Extrusion Processes"]	chapter	["Koku Kenkya-sho Shu ko"]	["1958"]
Optional	[{:family=>"Szczepinski", :given=>"W."}]	["Introduction to the Mechanics of Plastic Forming of Metals. Alphen aan den Rijn"]	book		["1979"]
Optional	[{:family=>"Johnson", :given=>"W."}, {:family=>"Mellor", :given=>"P."}]	["Engineering Plasticity"]	book		["1983"]
Optional	[{:family=>"Goldsmith", :given=>"W."}]	["Impact: The Theory and Physical Behavior of Colliding Solids"]	book		["1960"]
Optional	[{:family=>"Cristescu", :given=>"N."}]	["Dynamic Plasticity"]	book		["1967"]
Optional	[{:family=>"Johnson", :given=>"W."}]	["Impact Strength of Materials"]	book		["1972"]
Optional	[{:family=>"Wierzbicki", :given=>"T."}]	["Design of Plastic Structures to Dynamic Loads"]			["1981"]
Optional	[{:family=>"Cristescu", :given=>"C."}, {:family=>"Suliciu", :given=>"I."}]	["Viscoplasticity"]	book		["1982"]
Optional	[{:family=>"McClintock", :given=>"F.A."}]	["Plasticity Aspects of Fracture"]	chapter	["Fracture: An Advanced Treatise"]	["1971"]
Optional	[{:family=>"Hutchinson", :given=>"J.W."}]	["Nonlinear Fracture Mechanics"]	book		["1979"]
