Required	Appadurai, Arjun. “Disjuncture and Difference in the Global Cultural Economy.” In Global Culture: Nationalism, Globalization and Modernity. Edited by Mike Featherstone. London: Sage Publications, 1990, pp. 295-310
Required	Bourdieu, Pierre. An Invitation to Reflexive Sociology. Chicago: University of Chicago Press, 1992. (Excerpts.)
Required	Bourdieu, Pierre. “The Social Space and the Genesis of Groups.” Theory and Society 14, no. 6 (November 1985): 723-744
Required	Bourdieu, Pierre. “Time Perspectives of the Kabyle.” In The Sociology of Time. Edited by John Hassard. New York: St. Martin’s Press, 1990
Required	Chambliss, William. “A Sociological Analysis of the Law of Vagrancy” Social Problems 12 (Summer 1964): 67-77. Reprinted in The Sociology of Law: Classical and Contemporary Perspectives. Edited by A. Javier Trevino. New York: St. Martin’s Press, 1996, pp. 373-380
Required	Clifford, James. The Predicament of Culture. Cambridge, MA: Harvard University Press, 1988. (Excerpts.)
Required	Clifford, James, and George Marcus, eds. Writing Culture. Berkeley: University of California Press, 1986. (Excerpts.)
Required	Collier, Jane, and Sylvia Yanagisako. “Theory in Anthropology Since Feminist Practice.” Critique of Anthropology 9, no. 2 (1989): 27-37
Required	Douglas, Mary. Purity and Danger. Reprint edition. New York: Routledge, 1984. (Excerpts.)
Required	Douglas, Mary, and Aaron B. Wildavsky. Risk and Culture. Berkeley: University of California Press, 1982. (Excerpts.)
Required	Durkheim, Emile. The Division of Labor in Society. New York: Free Press, Dec. 1984. (Excerpts.)
Required	Durkheim, Emile. Rules of Sociological Method. New York: Free Press, 1982. (Excerpts.)
Required	Durkheim, Emile. Suicide: A Study in Sociology. Edited by George Simpson. New York: Free Press, 1966. (Excerpts.)
Required	Durkheim, Emile, and Marcel Mauss. Primitive Classification. Chicago: University of Chicago Press, 1967. (Excerpts.)
Required	Foucault, Michel. Discipline and Punish. Reprint edition. New York: Vintage Books, 1995. (Excerpts.)
Required	Foucault, Michel. The History of Sexuality. Vol. 1. Reissue edition. New York: Vintage Books, 1990. (Excerpts.)
Required	Foucault, Michel. “Truth and Power.” In The Foucault Reader. Edited by Paul Rabinow. New York: Pantheon Books, 1984, pp. 51-75
Required	Foucault, Michel. “Two Lectures.” In Power/Knowledge: Selected Interviews and Other Writings, 1972-1977. New York: Pantheon Books, 1980, pp. 78-108
Required	Giddens, Anthony. The Consequences of Modernity. Stanford: Stanford University Press, 1991
Required	Goffman, Erving. “Fun in Games.” In Encounters: Two Studies in the Sociology of Interaction. Indianapolis: Bobbs-Merrill, 1961. (Excerpts.)
Required	Goffman, Erving. Presentation of Self in Everyday Life. Edinburgh: University of Edinburgh, 1956. (Excerpts.)
Required	Griswold, Wendy. “The Ideas of the Reading Class.” Contemporary Sociology 30, no. 1 (January 2001): 4-6
Required	Hay, Douglas. “Property, Authority, and the Criminal Law.” Chap. 1 in Albion’s Fatal Tree: Crime and Society in Eighteenth Century England. Edited by Douglas Hay et. al. New York: Pantheon, 1975
Required	Laberge, Suzanne, and Joanne Kay. “Pierre Bourdieu’s Sociocultural Theory and Sport Practice.”
Required	Levi-Strauss, Claude. The Elementary Structures of Kinship. Boston: Beacon, 1971. (Excerpts.)
Required	Lipsitz, George. Time Passages. Minneapolis: University of Minnesota Press, 1990.(Excerpts.)
Required	Marcus, George, and Michael Fischer. Anthropology as Cultural Critique. Chicago: University of Chicago Press, 1986. (Excerpts.)
Required	Marx, Karl. Capital. Vol. 1. Edited by Frederick Engels. New York: The Modern library, 1936 [1887]
Required	Marx, Karl. The Communist Manifesto. New York: Penguin, 2002
Required	Marx, Karl. The Marx Engels Reader. Edited by Robert C. Tucker. New York: W. W. Norton & Company, 1978. Selections: “Society and Economy in History” (pp. 136-142), “Theses on Feuerbach” (pp. 143-145), “The German Ideology,” Part I (up to “The Real Basis of Ideology.”), pp. 146-176
Required	Mintz, Sidney. Sweetness and Power. Reprint edition. New York: Viking Press, 1995. (Excerpts.)
Required	Obeyesekerre, Gananath. The Apotheosis of Captain Cook. Princeton, N.J.: Princeton University Press, 1992. Chap. 1, 3 and 4 (pp. 3-22, 49-73 and 102-119.)
Required	Ortner, Sherry. “Theory in Anthropology Since the Sixties.” In Culture/Power/History. Edited by Nicholas B. Dirks, Geoff Eley, and Sherry B. Ortner. Princeton, N.J.: Princeton University Press, 1994, pp. 372-411
Required	Ritzer, George. The MacDonaldization of Society. Thousand Oaks, CA: Pine Forge Press, 1996
Required	Rosaldo, Renato. “Subjectivity in Social Analysis.” In Culture and Truth: The Remaking of Social Analysis. Boston: Beacon Press, 1989. Chap. 8, pp. 169-195
Required	Sahlins, Marshall. “Captain James Cook, or The Dying God.” In Islands of History. Chicago: University of Chicago Press, 1985, pp. 104-135
Required	Silbey, Susan S. “Let Them Eat Cake: Globalization, Post-modern Colonialism and the Possibilities of Justice.” Law and Society Review 31, no. 2 (1997): 207-235
Required	Smith, Dorothy. “No One Commits Suicide.” Chap. 6 in The Conceptual Practices of Power. Boston: Northeastern University Press, 1990
Required	Thompson, E. P. “The Rule of Law.” In The Essential E.P. Thompson. Edited by Dorothy Thompson. New York: New Press, 2001, pp. 432-442
Required	Weber, Max. “The Fundamental Concepts of Sociology.” In The Theory of Social and Economic Organization. Reprint edition. New York: Free Press, 1997
Required	Weber, Max. The Protestant Ethic and the Spirit of Capitalism. New York: Scribner, 1958
Required	Weber, Max. “The Protestant Sects and the Spirit of Capitalism.” In Essays in Sociology. New York: Oxford University Press, 1958, pp. 302-322
Required	Durkheim, Emile. The Division of Labor. (Excerpts.)
Required	Marx, Karl. Selections on Historical Materialism and Alienated Labor
