Required	Wooldridge, Jeffrey M. Introductory Econometrics: A Modern Approach. 3rd ed. Mason, OH: Thomson/South-Western, 2006. ISBN: 9780324289787
Optional	Goldberger, Arthur S. A Course in Econometrics. Cambridge, MA: Harvard University Press, 1991. ISBN: 9780674175440
Optional	DeGroot, Morris H., and Mark J. Schervish. Probability and Statistics. 3rd ed. Boston, MA: Addison-Wesley, 2001. ISBN: 9780201524888
Required	Burtless, Gary. “Are Targeted Wage Subsidies Harmful? Evidence from a Wage Voucher Experiment.” Industrial and Labor Relations Review 39 (October 1985): 105-111
Required	Woodbury, S. A., and R. Spiegelman. “Bonuses to Workers and Employers to Reduce Unemployment: Randomized Trials in Illinois.” American Economic Review 77, no. 4 (September 1987): 513-530
Required	Krueger, A. “How Computers Have Changed the Wage Structure: Evidence from Micro Data.” Quarterly Journal of Economics 108, no. 1 (February 1993): 33-60
Required	DiNardo, J., and J. S. Pischke. “The Returns to Computer Use Revisited: Have Pencils Changed the Wage Structure Too?” The Quarterly Journal of Economics 112, no. 1 (February 1997): 291-303
Required	Krueger, A., and S. B. Dale. “Estimating the Payoff to Attending a More Selective College: An Application of Selection on Observables and Unobservables.” The Quarterly Journal of Economics 117 (November 2002): 1491-1529
Required	Card, David E., and Alan B. Krueger. Myth and Measurement: The New Economics of the Minimum Wage. Princeton, NJ: Princeton University Press, 1995, chapters 1 to 4. ISBN: 9780691048239
Required	Freeman, R., and A. Castillo-Freeman. “When the Minimum Wage Really Bites: The Effect of the US-Level Minimum on Puerto Rico.” In Immigration and the Work Force: Economic Consequences for the United States and Source Areas. Edited by G. Borjas and R. Freeman. Chicago, IL: University of Chicago Press, 1992. ISBN: 9780226066332
Required	Graddy, K. “Testing for Imperfect Competition at the Fulton Fish Market.” RAND Journal of Economics 26, no. 1 (Spring 1995): 75-92
Required	Angrist, J. “Lifetime Earnings and the Vietnam Era Draft Lottery: Evidence from Social Security Administrative Records.” American Economic Review 80, no. 3 (June 1990): 313-336
Required	Angrist, J., and A. Krueger. “Does Compulsory School Attendance Affect Schooling and Earnings?” Quarterly Journal of Economics 106, no. 4 (November 1991): 979-1014
Required	Angrist, J., and W. E. Evans. “Children and Their Parents’ Labor Supply: Evidence from Exogenous Variation in Family Size.” American Economic Review 88 (June 1998): 450-477
Required	Ashenfelter, O., and A. Krueger. “Estimates of the Economic Returns to Schooling from a New Sample of Twins.” American Economic Review 84, no. 5 (December 1994): 1157-1174
Required	Angrist, J., and V. Lavy. “Using Maimonides Rule to estimate the Effects of Class Size on Scholastic Achievement.” Quarterly Journal of Economics 114, no. 2 (May 1999): 533-575
Required	Angrist, J., G. Imbens, and K. Graddy. “The Interpretation of Instrumental Variables Estimators in Simultaneous Equations Models with an Application to the Demand for Fish.” Review of Economic Studies 67, no. 3 (July 2000): 499-527
