Required	[{:family=>"Hamilton", :given=>"James D."}]	["Time Series Analysis"]			["1994"]
Optional	[{:family=>"Canova", :given=>"Fabio"}]	["Methods for Applied Macroeconomic Research"]			["2007"]
Optional			chapter	["Handbook of Econometrics"]	["1986"]
Required	[{:family=>"Newey", :given=>"W.K."}, {:family=>"West", :given=>"K.D."}]	["A Simple Positive Semi-Definite, Heteroskedasticity and Autocorrelation Consistent Covariance Matrix"]	article-journal	["Econometrica"]	["1987"]
Required	[{:family=>"Andrews", :given=>"D.W.K."}]	["Heteroskedasticity and Autocorrelation Consistent Covariance Matrix Estimation"]	article-journal	["Econometrica"]	["1991"]
Optional	[{:family=>"Beveridge", :given=>"S."}, {:family=>"Nelson", :given=>"C.R."}]	["A New Approach to Decomposition of Economic Time Series into Permanent and Transitory Components with Particular Attention to Measurement of the ‘Business Cycle’"]	article-journal	["Journal of Monetary Economics"]	["1981"]
Optional	[{:family=>"Andrews", :given=>"D.W.K."}, {:family=>"Monahan", :given=>"J.C."}]	["An Improved Heteroskedasticity and Autocorrelation Consistent Covariance Matrix Estimator"]	article-journal	["Econometrica"]	["1992"]
Optional	[{:family=>"Haan", :given=>"W.J.", :particle=>"den"}, {:family=>"Levin", :given=>"A."}]	["A Practitioner’s Guide to Robust Covariance Matrix Estimation"]	chapter	["Chapter 12 in Handbook of Statistics"]	["2006"]
Optional	[{:family=>"Kiefer", :given=>"N."}, {:family=>"Vogelsang", :given=>"T."}]	["Heteroskedasticity-Autocorrelation Robust Testing Using Bandwidth Equal to Sample Size"]	article-journal	["Econometric Theory"]	["2002"]
Optional		["Measuring Business Cycles: Approximate Band-Pass Filters for Economic Time Series"]	article-journal	["Review of Economics and Statistics"]	["1999"]
Optional	[{:family=>"Berk", :given=>"K.N."}]	["Consistent Autoregressive Spectral Estimates"]	article-journal	["Annals of Statistics"]	["1974"]
Optional	[{:family=>"Hodrick", :given=>"R."}, {:family=>"Prescott", :given=>"E."}]	["Post-War U.S. Business Cycles: An Empirical Investigation"]	article-journal	["Journal of Money Banking and Credit"]	["1997"]
Optional	[{:family=>"Christiano", :given=>"L.J."}, {:family=>"Fitzgerald", :given=>"T.J."}]	["The Band Pass Filter"]	article-journal	["NBER Working Paper"]	["1999"]
Required	[{:family=>"Geweke", :given=>"J."}, {:family=>"Meese", :given=>"R."}]	["Estimating Regression Models of Finite but Unknown Order"]	article-journal	["International Economic Review"]	["1981"]
