Required	[{:family=>"Costa", :given=>"Dora L."}]	["The Wage and the Length of the Work Day: From the 1890s to 1991"]	article-journal	["Journal of Labor Economics"]	["2000-01"]
Required	[{:family=>"Goldin", :given=>"Claudia"}, {:family=>"Katz", :given=>"Lawrence F."}]	["Decreasing (and then Increasing) Inequality in America: A Tale of Two Half-Centuries"]	chapter	["The Causes and Consequences of Increasing Inequality"]	["2001"]
Required	[{:family=>"Goldin", :given=>"Claudia"}, {:family=>"Margo", :given=>"Robert A."}]	["The Great Compression: The Wage Structure in the United States at Mid-Century"]	article-journal	["Quarterly Journal of Economics"]	["1992-02"]
Required	[{:family=>"Costa", :given=>"Dora L."}]	["Estimating Real Income in the United States from 1888 to 1994: Correcting CPI Bias Using Engel Curves"]	article-journal	["Journal of Political Economy"]	["2001-12"]
Required	[{:family=>"Romer", :given=>"Christina"}]	["New Estimates of Prewar Gross National Product and Unemployment"]	article-journal	["Journal of Economic History"]	["1986"]
Required	[{:family=>"Thompson", :given=>"Peter"}]	["How Much Did the Liberty Ship Builders Learn? New Evidence on an Old Case Study"]	article-journal	["Journal of Political Economy"]	["2001-02"]
Required	[{:family=>"Costa", :given=>"Dora L."}, {:family=>"Kahn", :given=>"Matthew E."}]	["Cowards and Heroes: Group Loyalty in the American Civil War"]	article-journal	["Quarterly Journal of Economics"]	["2003-05"]
Required	[{:family=>"Gordon", :given=>"Robert J."}]	["Interpreting the ‘One Big Wave’ in U.S. Long-term Productivity Growth"]	chapter	["Productivity, Technology and Economic Growth"]	["2000", "2004"]
Required	[{:family=>"Obstfeld", :given=>"Maurice"}, {:family=>"Taylor", :given=>"Alan M."}]	["The Great Depression as a Watershed: International Capital Mobility over the Long Run"]	chapter	["The Defining Moment: The Great Depression and the American Economy in the Twentieth Century"]	["1998"]
Required	[{:family=>"Temin", :given=>"Peter"}]	["Lessons from the Great Depression"]			["1989"]
Required		["The Macroeconomics of the Great Depression: A Comparative Approach"]	article-journal	["Journal of Money, Credit and Banking"]	["1995"]
Required	[{:family=>"Bernanke", :given=>"Ben"}]	["Nonmonetary Effects of the Financial Crisis in the Propagation of the Great Depression"]	article-journal	["American Economic Review"]	["1983-06"]
Required	[{:family=>"Temin", :given=>"Peter"}]	["Lessons from the Great Depression"]			["1989"]
