Required	[{:family=>"Hatton", :given=>"J."}, {:family=>"Plouffe", :given=>"P.B."}]	["Science and Its Ways of Knowing"]			["1996"]
Required	[{:family=>"Medawar", :given=>"P."}]	["Advice to a Young Scientist"]			["1979"]
Required	[{:family=>"Sciences", :given=>"National Academy", :particle=>"of"}]	["On Being a Scientist, Responsible Conduct in Research"]			["1995"]
Required	[{:family=>"Chalmers", :given=>"A."}]	["What is This Thing Called Science?"]			["1999"]
Required	[{:family=>"Anholt", :given=>"R."}]	["Dazzle’em With Style, the Art of Scientific Presentation"]			["2005"]
Required	[{:family=>"Bishop", :given=>"C."}]	["How to Edit a Scientific Journal"]			["1984"]
Required	[{:family=>"Bronowski", :given=>"J."}]	["The creative process"]	article-journal	["Scientific American"]	["1995"]
Required	[{:family=>"Dodd", :given=>"J."}]	["The ACS Style Guide"]			["1997"]
Required	[{:family=>"Kuhn", :given=>"T."}]	["The Structure of Scientific Revolutions"]			["1996"]
Required	[{:family=>"Klemke", :given=>"E."}, {:family=>"Hollinger", :given=>"R."}, {:family=>"Rudge", :given=>"D."}, {:family=>"Kline", :given=>"A."}]	["Introductory Readings in the Philosophy of Science"]			["1998"]
Required	[{:family=>"Miller", :given=>"D."}]	["Popper Selections"]			["1985"]
Required	[{:family=>"Woodward", :given=>"J."}, {:family=>"Goodstein", :given=>"D."}]	["Conduct, misconduct and the structure of science"]	article-journal	["American Scientist"]	["1996"]
Required	[{:family=>"Zucker", :given=>"A."}]	["Introduction to the Philosophy of Science"]			["1995"]
Required	[{:given=>"Weinberg"}]	["In Best American Science Writing"]			["2002"]
Required	[{:family=>"Mayr", :given=>"E."}]	["Toward a New Philosophy of Biology"]			["1988"]
Required	[{:family=>"Jenkins", :given=>"S.H.How Science Works?"}]				["2004"]
