Required	[{:family=>"Rand", :given=>"Ayn"}]	["The Fountainhead"]	article-journal	["Plume"]	["1994"]
Required	[{:family=>"Watson", :given=>"James D."}]	["The Double Helix: A Personal Account of the Discovery of the Structure of DNA"]	article-journal	["Touchstone"]	["2001"]
Required	[{:family=>"Kidder", :given=>"Tracy"}]	["The Soul of a New Machine"]			["2000"]
Required	[{:family=>"Kuhn", :given=>"Thomas S."}]	["The Route to Normal Science"]	chapter	["Chapter 2 in The Structure of Scientific Revolutions"]	["2012"]
Required	[{:family=>"Kuhn", :given=>"Thomas S."}]	["The Nature of Normal Science"]	article-journal	["The Structure of Scientific Revolutions", "Chapter"]	["2012"]
Required	[{:family=>"Kuhn", :given=>"Thomas S."}]	["The Nature and Necessity of Scientific Revolutions"]	chapter	["Chapter 9 in The Structure of Scientific Revolutions"]	["2012"]
Required	[{:family=>"Kuhn", :given=>"Thomas S."}]	["Revolutions as Changes of World View"]	chapter	["Chapter 10 in The Structure of Scientific Revolutions"]	["2012"]
Required	[{:family=>"Friedman", :given=>"Milton"}]	["Methodology of Positive Economics"]	chapter	["Essays in Positive Economics"]	["1966"]
Required	[{:family=>"Friedman", :given=>"Milton"}]	["Chapters 1–3, 6, 10, and 12–13 in Capitalism and Freedom"]			["2002"]
Required	[{:family=>"Becker", :given=>"Gary S."}]	["The Economic Approach to Human Behavior"]	chapter	["Chapter 1 in The Economic Approach to Human Behavior"]	["1978"]
Required	[{:family=>"Becker", :given=>"Gary S."}]	["Altruism, Egoism, and Genetic Fitness: Economics and Sociobiology"]	chapter	["Chapter 13 in The Economic Approach to Human Behavior"]	["1978"]
Required	[{:family=>"Gilder", :given=>"George"}]	["The Mandate for Capitalism.” Part One in Wealth and Poverty: A New Edition for the Twenty-First Century"]			["2012"]
Required	[{:family=>"Marx", :given=>"Karl"}, {:family=>"Engels", :given=>"Frederick"}]	["Manifesto of the Communist Party"]			["1848"]
Required	[{:family=>"Marx", :given=>"Karl"}]	["Capital: A Critique of Political Economy"]	article-journal	["Chapters"]	
Required	[{:family=>"Elster", :given=>"Jon"}]	["Marxist Methodology.” Chapter 2 in An Introduction to Karl Marx"]			["1986"]
Required	[{:family=>"Elster", :given=>"Jon"}]	["Marxian Economics.” Chapter 4 in An Introduction to Karl Marx"]			["1986"]
Required	[{:family=>"Elster", :given=>"Jon"}]	["Historical Materialism.” Chapter 6 in An Introduction to Karl Marx"]			["1986"]
Required	[{:family=>"Elster", :given=>"Jon"}]	["Class Consciousness and Class Struggle"]	chapter	["Chapter 7 in An Introduction to Karl Marx"]	["1986"]
Required	[{:family=>"Elster", :given=>"Jon"}]	["Marx’s Theory of Politics"]	chapter	["Chapter 8 in An Introduction to Karl Marx"]	["1986"]
Required	[{:family=>"Bowles", :given=>"Samuel"}, {:family=>"Gintis", :given=>"Herbert"}]	["The Crisis of Liberal Democratic Capitalism: The Case of the United States"]	article-journal	["Politics & Society"]	["1982"]
Required	[{:family=>"Foley", :given=>"Duncan K."}]	["The Severest Critic.” Chapter 3 in Adam’s Fallacy: A Guide to Economic Theology"]			["2008"]
Required	[{:family=>"Weber", :given=>"Max"}]	["The Spirit of Capitalism"]	chapter	["Chapter 2 in The Protestant Ethic and the Spirit of Capitalism. marxists.org"]	
Required	[{:family=>"Weber", :given=>"Max"}]	["Asceticism and the Spirit of Capitalism"]	chapter	["Chapter 5 in The Protestant Ethic and the Spirit of Capitalism. marxists.org"]	
Required	[{:family=>"Polanyi", :given=>"Karl"}]	["The Great Transformation: The Political and Economic Origins of Our Time"]			["2001"]
Required	[{:family=>"Schumpeter", :given=>"Joseph A."}]	["Can Capitalism Survive?” Part II (especially pages 121–63) in Capitalism, Socialism and Democracy"]			["2008"]
Required	[{:family=>"Keynes", :given=>"John Maynard"}]	["The General Theory of Employment, Interest, and Money"]			["1965"]
